0.000000000000e+00	6.029755683693e-01	-3.414617350850e-02
1.562500000000e-01	5.838493259540e-01	-3.359374852336e-02
3.125000000000e-01	5.646923276578e-01	-3.251506281117e-02
4.687500000000e-01	5.455059758346e-01	-3.094954593006e-02
6.250000000000e-01	5.262922592922e-01	-2.894565094316e-02
7.812500000000e-01	5.070536514906e-01	-2.655934411763e-02
9.375000000000e-01	4.877929914915e-01	-2.385250979996e-02
1.093750000000e+00	4.685133518297e-01	-2.089119694216e-02
1.250000000000e+00	4.492178990349e-01	-1.774377451990e-02
1.406250000000e+00	4.299095796367e-01	-1.447918514577e-02
1.562500000000e+00	4.105919118664e-01	-1.116429793973e-02
1.718750000000e+00	3.912671481736e-01	-7.863712155500e-03
1.875000000000e+00	3.719378829627e-01	-4.636423935490e-03
2.031250000000e+00	3.526061624668e-01	-1.535291020122e-03
2.187500000000e+00	3.332736738497e-01	1.394376304660e-03
2.343750000000e+00	3.139417145841e-01	4.115635989206e-03
2.500000000000e+00	2.946112047741e-01	6.600462965598e-03
2.656250000000e+00	2.752827357958e-01	8.829979386957e-03
2.812500000000e+00	2.559566020620e-01	1.079426597903e-02
2.968750000000e+00	2.366329008349e-01	1.249203446576e-02
3.125000000000e+00	2.173116034838e-01	1.392988077297e-02
3.281250000000e+00	1.979923822230e-01	1.512127601026e-02
3.437500000000e+00	1.786750455340e-01	1.608568938750e-02
3.593750000000e+00	1.593592580580e-01	1.684724845695e-02
3.750000000000e+00	1.400446967798e-01	1.743347173846e-02
3.906250000000e+00	1.207311062332e-01	1.787399787323e-02
4.062500000000e+00	1.014182446539e-01	1.819929446904e-02
4.218750000000e+00	8.210591873637e-02	1.843943260989e-02
4.375000000000e+00	6.279399193521e-02	1.862296676053e-02
4.531250000000e+00	4.348238727531e-02	1.877590328260e-02
4.687500000000e+00	2.417107375269e-02	1.892084770587e-02
4.843750000000e+00	4.860042143817e-03	1.907627828880e-02
5.000000000000e+00	-1.445065730197e-02	1.925597051115e-02
5.156250000000e+00	-3.376097582748e-02	1.946863983169e-02
5.312500000000e+00	-5.307081516375e-02	1.971775980292e-02
5.468750000000e+00	-7.238013708097e-02	2.000142784743e-02
5.625000000000e+00	-9.168882111737e-02	2.031269652711e-02
5.781250000000e+00	-1.109967883786e-01	2.063981346769e-02
5.937500000000e+00	-1.303040694767e-01	2.096661598554e-02
6.093750000000e+00	-1.496106222344e-01	2.127346284431e-02
6.250000000000e+00	-1.689165047741e-01	2.153779556232e-02
6.406250000000e+00	-1.882218448740e-01	2.173532895042e-02
6.562500000000e+00	-2.075268154241e-01	2.184094038286e-02
6.718750000000e+00	-2.268316445992e-01	2.182990798423e-02
6.875000000000e+00	-2.461366874837e-01	2.167899756145e-02
7.031250000000e+00	-2.654423419193e-01	2.136788930739e-02
7.187500000000e+00	-2.847490703815e-01	2.088020195955e-02
7.343750000000e+00	-3.040573883727e-01	2.020463950009e-02
7.500000000000e+00	-3.233678257702e-01	1.933598899925e-02
7.656250000000e+00	-3.426809165826e-01	1.827589008038e-02
7.812500000000e+00	-3.619971487300e-01	1.703344280289e-02
7.968750000000e+00	-3.813169343166e-01	1.562551841924e-02
8.125000000000e+00	-4.006405777613e-01	1.407674148795e-02
8.281250000000e+00	-4.199682854915e-01	1.241923508215e-02
8.437500000000e+00	-4.393000519725e-01	1.069187833238e-02
8.593750000000e+00	-4.586357608174e-01	8.939422057141e-03
8.750000000000e+00	-4.779750234406e-01	7.211143826965e-03
8.906250000000e+00	-4.973175604547e-01	5.559171402076e-03
9.062500000000e+00	-5.166627999405e-01	4.036943438166e-03
9.218750000000e+00	-5.360100622662e-01	2.696905649545e-03
9.375000000000e+00	-5.553589224651e-01	1.588606946688e-03
9.531250000000e+00	-5.747107012548e-01	7.557571032136e-04
9.687500000000e+00	-5.940584519654e-01	2.377347706384e-04
9.843750000000e+00	-3.067044111312e-01	1.500027866455e-05
1.000000000000e+01	-3.067044111312e-01	1.500027866455e-05
